route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
16,1325,1343108,Transway1A,Tri519485,0,1479,176728,0,0
16,1326,1343109,Transway1A,Tri519485,0,1628,176728,0,0
16,1322,1343110,Transway1A,Tri519486,0,1032,176728,0,0
16,1323,1343111,Transway1A,Tri519486,0,1179,176728,0,0
16,1324,1343112,Transway1A,Tri519486,0,1328,176728,0,0
16,1325,1343113,Transway1A,Tri519486,0,1478,176728,0,0
16,1326,1343114,Transway1A,Tri519486,0,1627,176728,0,0
16,1322,1343115,Transway1A,Tri519488,0,1032,176728,0,0
16,1323,1343116,Transway1A,Tri519488,0,1179,176728,0,0
16,1324,1343117,Transway1A,Tri519488,0,1328,176728,0,0
16,1325,1343118,Transway1A,Tri519488,0,1478,176728,0,0
16,1326,1343119,Transway1A,Tri519488,0,1627,176728,0,0
16,1322,1347250,Transway1A,Tri519445,0,1032,176728,0,0
16,1323,1347251,Transway1A,Tri519445,0,1179,176728,0,0
16,1324,1347252,Transway1A,Tri519445,0,1328,176728,0,0
16,1325,1347253,Transway1A,Tri519445,0,1478,176728,0,0
16,1326,1347254,Transway1A,Tri519445,0,1627,176728,0,0
16,1322,1347255,Transway1A,Tri1590322,1,1031,176737,0,0
16,1323,1347256,Transway1A,Tri1590322,1,1178,176737,0,0
16,1324,1347257,Transway1A,Tri1590322,1,1327,176737,0,0
16,1325,1347258,Transway1A,Tri1590322,1,1477,176737,0,0
16,1326,1347259,Transway1A,Tri1590322,1,1626,176737,0,0
16,1322,1347260,Transway1A,Tri1590323,1,1032,176737,0,0
16,1323,1347261,Transway1A,Tri1590323,1,1179,176737,0,0
16,1324,1347262,Transway1A,Tri1590323,1,1328,176737,0,0
16,1325,1347263,Transway1A,Tri1590323,1,1478,176737,0,0
16,1326,1347264,Transway1A,Tri1590323,1,1627,176737,0,0
16,1322,1347265,Transway1A,Tri1590324,1,1031,176737,0,0
16,1323,1347266,Transway1A,Tri1590324,1,1178,176737,0,0
16,1324,1347267,Transway1A,Tri1590324,1,1327,176737,0,0
16,1325,1347268,Transway1A,Tri1590324,1,1477,176737,0,0
16,1326,1347269,Transway1A,Tri1590324,1,1626,176737,0,0
16,1322,1347270,Transway1A,Tri519400,1,1032,176737,0,0
16,1323,1347271,Transway1A,Tri519400,1,1179,176737,0,0
16,1324,1347272,Transway1A,Tri519400,1,1328,176737,0,0
16,1325,1347273,Transway1A,Tri519400,1,1478,176737,0,0
16,1326,1347274,Transway1A,Tri519400,1,1627,176737,0,0
16,1322,1347275,Transway1A,Tri519401,1,1033,176737,0,0
16,1323,1347276,Transway1A,Tri519401,1,1180,176737,0,0
16,1324,1347277,Transway1A,Tri519401,1,1329,176737,0,0
16,1325,1347278,Transway1A,Tri519401,1,1479,176737,0,0
16,1326,1347279,Transway1A,Tri519401,1,1628,176737,0,0
16,1322,1347280,Transway1A,Tri519402,1,1031,176737,0,0
16,1323,1347281,Transway1A,Tri519402,1,1178,176737,0,0
16,1324,1347282,Transway1A,Tri519402,1,1327,176737,0,0
16,1325,1347283,Transway1A,Tri519402,1,1477,176737,0,0
16,1326,1347284,Transway1A,Tri519402,1,1626,176737,0,0
16,1322,1347285,Transway1A,Tri519403,1,1032,176737,0,0
16,1323,1347286,Transway1A,Tri519403,1,1179,176737,0,0
16,1324,1347287,Transway1A,Tri519403,1,1328,176737,0,0
16,1325,1347288,Transway1A,Tri519403,1,1478,176737,0,0
16,1326,1347289,Transway1A,Tri519403,1,1627,176737,0,0
16,1322,1347290,Transway1A,Tri519404,1,1033,176737,0,0
16,1323,1347291,Transway1A,Tri519404,1,1180,176737,0,0
16,1324,1347292,Transway1A,Tri519404,1,1329,176737,0,0
16,1325,1347293,Transway1A,Tri519404,1,1479,176737,0,0
16,1326,1347294,Transway1A,Tri519404,1,1628,176737,0,0
16,1322,1347295,Transway1A,Tri519405,1,1031,176737,0,0
16,1323,1347296,Transway1A,Tri519405,1,1178,176737,0,0
16,1324,1347297,Transway1A,Tri519405,1,1327,176737,0,0
16,1325,1347298,Transway1A,Tri519405,1,1477,176737,0,0
16,1326,1347299,Transway1A,Tri519405,1,1626,176737,0,0
16,1322,1347300,Transway1A,Tri519406,1,1032,176737,0,0
16,1323,1347301,Transway1A,Tri519406,1,1179,176737,0,0
16,1324,1347302,Transway1A,Tri519406,1,1328,176737,0,0
16,1325,1347303,Transway1A,Tri519406,1,1478,176737,0,0
16,1326,1347304,Transway1A,Tri519406,1,1627,176737,0,0
16,1322,1347305,Transway1A,Tri519407,1,1033,176737,0,0
16,1323,1347306,Transway1A,Tri519407,1,1180,176737,0,0
16,1324,1347307,Transway1A,Tri519407,1,1329,176737,0,0
16,1325,1347308,Transway1A,Tri519407,1,1479,176737,0,0
16,1326,1347309,Transway1A,Tri519407,1,1628,176737,0,0
16,1322,1347310,Transway1A,Tri519408,1,1031,176737,0,0
16,1323,1347311,Transway1A,Tri519408,1,1178,176737,0,0
16,1324,1347312,Transway1A,Tri519408,1,1327,176737,0,0
16,1325,1347313,Transway1A,Tri519408,1,1477,176737,0,0
16,1326,1347314,Transway1A,Tri519408,1,1626,176737,0,0
16,1322,1347315,Transway1A,Tri519409,1,1032,176737,0,0
16,1323,1347316,Transway1A,Tri519409,1,1179,176737,0,0
16,1324,1347317,Transway1A,Tri519409,1,1328,176737,0,0
16,1325,1347318,Transway1A,Tri519409,1,1478,176737,0,0
16,1326,1347319,Transway1A,Tri519409,1,1627,176737,0,0
